timestamp,source_ip,http_method,http_status,data_volume
2023-05-27 11:02:04,136.113.2.117,DELETE,404,4709
2023-11-27 16:34:27,172.206.214.188,POST,200,5163
2023-11-14 13:26:53,118.15.104.190,POST,500,784
2023-10-04 01:15:58,186.223.19.185,PATCH,404,3648
2023-06-08 10:53:33,63.43.132.90,PATCH,500,116
2023-07-04 23:28:28,50.254.84.71,GET,404,1624
2023-03-08 09:12:49,170.10.218.61,POST,400,3210
2023-07-01 05:00:12,147.80.234.200,DELETE,301,5076
2023-05-11 05:07:51,110.144.152.205,POST,301,5712
2023-11-26 01:57:17,198.149.61.110,PATCH,400,2493
2023-10-18 09:07:06,165.251.70.247,GET,200,3918
2023-07-02 16:56:43,12.137.88.25,GET,400,2319
2023-06-12 04:44:12,12.194.101.207,POST,400,8795
2023-07-13 08:08:16,106.214.48.92,PUT,301,1477
2023-08-02 07:56:26,154.131.171.162,PATCH,404,213
2023-05-28 02:43:24,125.220.32.46,DELETE,404,3136
2023-07-15 14:35:36,218.216.252.228,POST,404,7752
2023-07-17 08:27:47,47.160.248.64,GET,404,5414
2023-09-03 19:07:07,54.157.168.198,POST,404,4534
2023-06-27 18:05:44,140.135.203.46,PUT,400,6662
2023-08-28 12:52:16,217.160.58.127,POST,200,7470
2023-01-28 09:55:08,170.10.218.61,POST,404,3483
2023-01-19 05:35:37,13.247.83.123,POST,301,978
2023-07-14 11:04:33,155.32.4.192,PUT,400,3343
2023-07-05 07:49:34,110.125.237.45,GET,500,815
2023-04-04 09:39:16,198.117.209.13,POST,200,8193
2023-05-08 16:38:21,27.79.97.223,GET,301,424
2023-06-24 16:58:53,145.45.118.134,DELETE,404,9636
2023-05-27 13:57:22,170.10.218.61,DELETE,400,231
2023-07-04 07:14:49,203.11.60.37,PATCH,500,7033
2023-07-20 15:09:03,12.137.88.25,GET,301,4456
2023-08-22 09:24:40,136.97.211.132,DELETE,404,5261
2023-02-22 17:13:06,70.65.108.73,DELETE,301,7429
2023-08-15 20:27:55,42.18.43.226,PATCH,200,395
2023-04-15 03:25:52,113.252.196.219,DELETE,500,403
2023-11-11 14:17:57,154.131.61.38,PATCH,404,3583
2023-08-07 22:24:33,50.135.167.178,DELETE,500,2576
2023-10-29 07:26:01,149.102.201.15,DELETE,500,7536
2023-11-09 17:28:09,74.233.17.148,POST,404,5872
2023-05-18 13:13:34,31.137.58.245,POST,301,6212
2023-05-10 15:26:36,150.72.219.234,PATCH,404,4113
2023-04-04 04:37:58,12.137.88.25,DELETE,200,5254
2023-04-23 19:46:46,202.106.100.240,PATCH,400,5692
2023-09-26 23:22:19,150.165.28.157,DELETE,500,7949
2023-02-03 16:00:12,24.113.10.105,PUT,200,3206
2023-07-22 18:58:16,38.34.221.250,PATCH,400,6500
2023-02-16 03:04:24,51.81.244.177,DELETE,500,2060
2023-07-11 16:22:35,34.15.202.118,GET,200,549
2023-09-13 03:19:14,4.132.232.147,GET,200,8935
2023-10-06 02:50:40,155.3.2.83,POST,500,2375
2023-05-02 07:07:10,23.253.176.245,PATCH,301,7498
2023-07-03 07:51:23,129.114.118.244,DELETE,404,484
2023-05-19 22:14:32,159.7.96.108,DELETE,400,4351
2023-10-21 13:33:30,188.212.27.30,POST,400,9338
2023-03-17 21:36:32,181.163.134.114,GET,500,9202
2023-03-11 21:16:32,149.154.107.177,GET,200,1083
2023-11-02 21:29:27,195.131.101.183,GET,200,3044
2023-05-03 02:14:37,213.241.206.70,PUT,500,1305
2023-11-20 23:48:52,117.80.202.0,PATCH,400,3037
2023-03-27 10:22:43,38.185.32.78,DELETE,400,7843
2023-08-30 14:51:28,51.9.176.130,GET,500,2962
2023-05-11 06:03:45,50.94.1.10,DELETE,404,9812
2023-11-17 08:56:08,165.251.70.247,PUT,301,6162
2023-10-11 16:39:29,107.51.217.153,POST,400,3971
2023-09-09 03:06:38,51.9.176.130,PATCH,404,5805
2023-08-27 00:49:22,65.116.202.109,DELETE,400,9286
2023-07-26 11:12:01,110.187.161.43,GET,301,9509
2023-10-06 09:50:56,165.251.70.247,PUT,400,6949
2023-10-31 00:09:18,185.59.219.219,DELETE,400,2974
2023-01-23 01:55:24,174.123.250.215,PUT,200,1441
2023-11-28 09:38:12,218.72.173.118,PUT,500,7779
2023-05-29 21:56:00,211.28.186.191,GET,400,1322
2023-02-01 20:25:51,39.102.41.54,POST,301,8198
2023-05-18 11:39:46,175.219.86.119,PATCH,400,9604
2023-05-10 15:30:45,48.64.178.249,GET,400,5384
2023-06-07 00:36:44,22.115.135.159,DELETE,200,4030
2023-04-01 06:29:20,88.182.225.248,POST,404,1124
2023-01-22 17:28:22,78.33.145.104,PATCH,200,3250
2023-09-23 12:18:43,77.248.134.50,GET,500,652
2023-01-03 02:47:40,216.229.61.144,PATCH,404,6850
2023-01-22 12:53:16,200.167.248.44,DELETE,200,5611
2023-10-03 10:36:40,181.136.52.121,POST,400,1851
2023-02-18 22:52:38,150.112.118.169,DELETE,200,580
2023-11-30 19:38:10,194.190.253.95,DELETE,400,4179
2023-11-08 00:05:49,50.80.68.56,PUT,400,2949
2023-09-17 01:51:37,39.65.122.150,DELETE,301,7070
2023-11-18 12:54:46,185.203.56.54,GET,404,1612
2023-05-14 00:12:57,34.103.196.194,PUT,400,7257
2023-08-24 07:40:18,9.162.166.49,POST,404,8089
2023-07-17 13:14:51,110.125.237.45,PUT,400,3512
2023-06-22 09:52:01,4.88.47.135,POST,500,2791
2023-01-11 22:25:03,170.10.218.61,PUT,500,422
2023-10-24 17:18:22,24.176.118.96,DELETE,301,3204
2023-10-29 03:35:51,49.38.141.192,DELETE,500,8991
2023-04-29 18:39:24,204.81.147.138,PUT,301,7261
2023-09-21 04:17:53,104.180.198.45,DELETE,400,511
2023-09-12 17:10:51,80.223.18.179,GET,301,7052
2023-04-15 05:19:58,106.94.86.76,PATCH,404,7901
2023-04-27 06:52:16,132.6.188.45,GET,400,6502
2023-03-02 10:48:20,74.11.48.245,POST,301,3047
2023-10-27 05:53:43,43.201.163.0,GET,404,1838
2023-03-07 13:54:04,176.74.57.2,POST,404,52
2023-06-18 13:14:59,198.164.213.161,DELETE,200,8039
2023-08-21 22:45:17,191.6.144.188,DELETE,404,1294
2023-01-26 03:23:15,56.103.218.40,POST,500,7914
2023-10-08 17:50:50,124.130.73.184,PUT,404,4651
2023-04-19 12:31:46,165.198.171.171,DELETE,200,6934
2023-03-02 18:13:58,21.196.137.68,PATCH,200,7636
2023-02-17 23:49:51,34.31.34.71,PUT,301,9052
2023-10-31 02:07:59,118.220.36.53,GET,404,7366
2023-11-30 16:10:36,202.26.131.196,POST,400,425
2023-01-07 21:25:58,78.117.85.132,PUT,200,7524
2023-10-11 15:26:11,3.201.151.32,GET,500,456
2023-04-19 15:38:21,138.71.176.28,PATCH,404,7102
2023-02-09 22:41:25,196.211.130.114,DELETE,400,4359
2023-08-02 08:33:47,222.141.143.35,PUT,404,8598
2023-10-17 12:02:09,65.33.25.120,GET,301,4603
2023-07-18 17:54:30,131.19.55.114,GET,404,6870
2023-02-06 07:13:58,51.9.176.130,GET,400,2499
2023-11-04 05:42:06,82.179.137.84,POST,500,5748
2023-09-17 19:52:50,117.59.35.41,PUT,200,9493
2023-09-10 17:40:17,172.110.141.119,GET,200,5615
2023-08-26 19:32:17,82.64.31.102,DELETE,500,861
2023-03-14 16:48:53,134.76.209.189,GET,404,7119
2023-01-12 07:38:02,16.12.150.143,DELETE,404,1064
2023-04-09 09:31:35,31.241.195.47,POST,500,8860
2023-01-04 15:20:26,110.125.237.45,PUT,500,4048
2023-08-14 23:35:00,40.94.3.15,DELETE,500,2849
2023-09-18 21:13:18,25.183.218.167,POST,301,3099
2023-03-27 14:42:58,173.162.70.232,DELETE,301,4682
2023-03-20 20:32:32,110.125.237.45,GET,301,6379
2023-04-10 09:21:25,75.240.73.248,POST,400,8265
2023-11-26 10:28:03,97.156.39.16,GET,200,3892
2023-09-13 05:09:39,165.251.70.247,PUT,301,9887
2023-03-14 12:46:31,165.251.70.247,GET,404,5741
2023-06-26 05:19:23,53.229.33.204,PUT,500,6740
2023-09-23 06:55:03,138.82.95.10,GET,301,1354
2023-11-15 12:13:29,99.20.91.101,DELETE,404,7222
2023-09-12 20:22:55,11.149.225.213,DELETE,200,6255
2023-01-15 12:55:26,170.10.218.61,PUT,400,6359
2023-06-01 23:55:38,171.212.211.146,PATCH,200,6270
2023-08-31 09:46:21,13.183.30.187,DELETE,200,2593
2023-03-25 05:03:16,170.209.244.204,PUT,500,2537
2023-02-22 16:48:22,120.135.73.44,GET,400,9003
2023-10-24 18:44:29,96.109.69.64,PUT,400,7628
2023-11-07 22:03:17,40.171.71.75,DELETE,200,1611
2023-07-11 17:00:19,118.59.252.243,POST,400,2511
2023-04-24 23:16:30,78.59.181.164,POST,500,2381
2023-08-29 21:16:00,146.35.68.96,PUT,301,7344
2023-02-25 19:09:31,100.36.226.43,POST,301,406
2023-06-13 01:20:53,210.241.66.244,POST,500,55
2023-04-05 07:39:52,174.116.4.5,PATCH,200,7780
2023-03-23 16:03:49,85.126.190.158,POST,404,3877
2023-08-16 21:33:49,65.121.54.172,DELETE,301,6658
2023-08-01 12:10:15,73.97.40.27,POST,400,5761
2023-06-25 17:47:18,144.229.180.96,PUT,400,2283
2023-09-25 07:45:56,110.125.237.45,GET,400,887
2023-10-09 16:01:50,51.9.176.130,PUT,301,9321
2023-03-15 15:30:53,7.235.53.196,POST,404,908
2023-08-31 02:52:01,165.251.70.247,PATCH,500,6490
2023-07-19 22:53:17,152.95.193.92,PATCH,200,8724
2023-04-26 06:51:27,7.83.236.245,POST,200,7088
2023-11-07 23:09:53,51.9.176.130,GET,301,5035
2023-06-13 15:12:09,218.209.245.207,PATCH,404,1210
2023-01-31 06:38:30,169.17.228.221,PATCH,301,9165
2023-11-03 08:29:50,139.220.210.99,POST,400,9521
2023-07-07 10:24:51,12.137.88.25,GET,301,4124
2023-10-07 13:14:49,112.99.55.129,DELETE,200,7271
2023-08-12 07:54:59,152.205.69.134,DELETE,404,4678
2023-06-20 10:52:30,20.20.188.87,DELETE,200,5711
2023-11-23 15:33:17,214.200.238.199,GET,404,6584
2023-04-21 04:05:50,5.19.1.151,PATCH,404,6642
2023-06-19 15:57:47,19.98.241.132,GET,200,1089
2023-10-18 12:26:02,12.253.125.213,PATCH,404,8180
2023-10-21 15:47:44,28.192.44.45,GET,404,3132
2023-07-02 04:58:42,52.54.40.1,POST,301,9385
2023-02-18 13:28:53,22.217.52.99,POST,500,4343
2023-12-02 15:04:56,172.65.145.171,DELETE,404,9961
2023-11-16 09:49:42,177.254.179.78,PATCH,500,1255
2023-09-25 06:40:42,52.169.54.181,DELETE,400,1497
2023-04-24 09:10:59,212.91.241.73,GET,404,9226
2023-06-05 15:22:36,165.251.70.247,PATCH,400,2084
2023-04-22 13:23:48,67.87.227.201,DELETE,500,7754
2023-02-17 08:00:49,111.159.211.17,GET,301,9214
2023-06-14 15:10:31,187.83.251.176,GET,200,1687
2023-08-23 20:43:05,20.251.7.235,DELETE,301,9518
2023-11-17 03:10:44,95.25.191.80,GET,301,8991
2023-07-27 13:10:53,74.120.203.30,POST,200,6395
2023-03-24 16:38:25,177.161.227.15,PUT,500,6850
2023-02-11 11:35:16,51.9.176.130,PUT,404,3560
2023-08-31 19:47:31,181.236.5.213,PATCH,400,1362
2023-07-26 15:15:11,24.69.76.184,PUT,404,8981
2023-11-11 00:42:41,152.40.210.236,POST,301,1688
2023-10-31 19:14:57,30.240.114.17,GET,301,9016
2023-11-14 07:50:18,38.125.76.84,GET,400,8659
2023-05-20 07:31:38,110.125.237.45,PATCH,301,9085
2023-04-11 04:13:38,183.254.164.162,DELETE,200,6803
2023-05-27 13:16:30,35.76.69.45,POST,500,3716
2023-04-21 01:53:45,163.60.148.254,DELETE,404,4468
2023-11-27 04:25:43,135.20.62.69,PUT,400,6867
2023-08-04 10:13:30,170.10.218.61,DELETE,200,619
2023-04-22 06:19:38,108.177.152.245,GET,200,6786
2023-08-03 04:45:09,178.117.113.165,DELETE,404,5107
2023-02-20 18:05:44,202.135.186.83,PUT,301,263
2023-05-11 03:01:08,58.211.240.29,PUT,200,7766
2023-01-14 04:42:30,159.85.128.204,PUT,500,3225
2023-08-17 10:00:33,59.161.41.142,GET,400,2693
2023-05-15 02:58:52,191.212.73.91,POST,301,3730
2023-11-24 03:05:14,25.223.142.75,PUT,404,6723
2023-06-27 14:23:58,87.99.134.140,POST,500,6589
2023-01-08 18:30:14,51.9.176.130,PUT,404,8075
2023-07-27 23:12:45,167.233.73.37,DELETE,404,3502
2023-08-20 17:08:04,12.137.88.25,DELETE,404,8924
2023-04-13 09:12:20,110.125.237.45,DELETE,500,6109
2023-07-31 18:23:58,89.179.37.114,GET,500,8304
2023-01-27 22:16:37,51.9.176.130,PATCH,400,7169
2023-08-11 19:34:34,213.129.19.33,GET,500,4226
2023-04-13 10:46:22,217.2.215.86,PATCH,301,6824
2023-06-02 09:33:24,14.13.46.162,POST,301,4758
2023-09-05 16:01:26,204.40.8.87,POST,404,1101
2023-06-21 18:44:59,31.66.204.176,DELETE,200,4517
2023-01-26 05:46:57,147.10.89.201,GET,400,5203
2023-01-16 03:20:49,10.7.199.111,PATCH,200,4480
2023-07-09 19:54:40,185.0.247.123,DELETE,400,4011
2023-04-13 08:42:43,51.9.176.130,DELETE,200,2821
2023-03-22 02:47:44,61.28.55.168,PUT,200,4249
2023-05-05 00:01:42,204.227.125.208,PUT,400,497
2023-07-30 09:15:37,180.95.142.255,DELETE,500,5130
2023-07-03 02:06:46,102.129.51.50,POST,200,7617
2023-11-18 01:46:40,182.169.52.233,POST,400,5194
2023-02-20 00:04:20,110.125.237.45,DELETE,500,3667
2023-05-07 08:27:34,98.21.76.216,DELETE,500,1068
2023-03-23 14:23:44,179.149.229.145,DELETE,400,1866
2023-07-29 05:47:36,51.9.176.130,DELETE,500,2867
2023-06-14 07:13:15,51.9.176.130,POST,200,545
2023-10-18 14:49:56,178.56.83.126,DELETE,200,2276
2023-01-16 08:13:55,134.179.120.151,PATCH,301,5135
2023-01-10 06:04:09,134.237.76.88,GET,400,3048
2023-10-05 19:15:40,219.151.167.236,PUT,400,7475
2023-02-24 08:09:47,195.55.14.68,PUT,400,4129
2023-05-08 07:57:51,89.165.161.129,GET,500,4555
2023-05-03 13:29:05,80.155.94.219,GET,200,8301
2023-05-13 05:39:44,108.157.143.17,GET,400,430
2023-01-31 23:46:51,79.175.19.42,GET,500,8364
2023-10-15 20:28:19,59.197.153.158,GET,500,8892
2023-02-16 01:58:43,3.248.157.54,DELETE,301,5381
2023-11-04 07:33:43,115.43.55.19,PUT,404,4232
2023-04-16 20:51:05,12.137.88.25,PATCH,301,807
2023-08-29 22:00:26,170.10.218.61,DELETE,400,2903
2023-10-19 04:54:50,12.137.88.25,GET,200,766
2023-10-08 03:21:47,198.43.219.16,PUT,200,879
2023-02-22 22:01:44,154.34.103.231,PATCH,404,9296
2023-03-10 16:32:33,51.9.176.130,PUT,500,1213
2023-02-22 04:53:23,110.125.237.45,PATCH,301,1890
2023-10-03 02:45:29,51.9.176.130,PATCH,301,1317
2023-07-06 01:38:42,200.149.92.37,POST,301,5637
2023-04-11 20:49:11,214.151.149.253,PATCH,404,9403
2023-11-12 07:40:19,47.32.189.164,PUT,200,9259
2023-01-16 17:01:33,79.96.43.202,GET,500,1229
2023-07-29 00:17:59,131.174.51.219,PUT,404,3720
2023-02-11 07:34:43,17.79.198.100,DELETE,404,5496
2023-01-26 01:55:43,49.141.70.126,POST,500,6287
2023-11-18 22:37:52,29.229.39.27,DELETE,400,3218
2023-08-09 19:27:02,61.203.160.26,PUT,500,6954
2023-08-07 10:05:43,70.237.237.93,DELETE,500,8115
2023-01-11 03:12:21,210.188.200.51,PATCH,301,6053
2023-03-20 13:44:14,75.61.239.119,POST,200,5889
2023-07-24 09:27:03,110.125.237.45,DELETE,301,6671
2023-04-09 02:36:52,88.115.218.238,DELETE,301,7031
2023-07-03 11:43:44,172.145.37.92,PATCH,404,1607
2023-08-25 18:28:40,4.134.154.13,PATCH,200,6007
2023-04-24 19:40:58,170.10.218.61,POST,500,8397
2023-08-19 22:27:39,43.118.197.118,PUT,500,8261
2023-06-14 03:35:37,117.197.110.128,GET,301,6766
2023-03-02 00:39:50,147.195.254.6,PATCH,500,9321
2023-10-21 02:52:12,110.125.237.45,POST,404,229
2023-04-18 15:53:32,220.144.158.201,PUT,301,3556
2023-07-06 21:54:24,57.20.199.51,PATCH,400,273
2023-09-14 00:12:21,39.12.63.31,PATCH,404,8340
2023-09-30 18:17:56,107.232.74.237,DELETE,200,6315
2023-05-10 04:02:08,110.125.237.45,GET,500,5853
2023-03-19 07:11:31,148.6.226.168,POST,400,9219
2023-01-27 19:23:46,170.46.56.64,POST,400,2466
2023-11-28 08:40:02,135.207.75.194,DELETE,500,9894
2023-02-21 06:11:08,57.35.226.127,DELETE,404,5724
2023-01-17 05:14:27,27.4.114.62,DELETE,200,552
2023-10-15 16:25:52,186.1.81.218,DELETE,400,1217
2023-10-12 07:28:42,195.93.236.222,PUT,500,2513
2023-02-14 11:06:41,138.226.204.250,PATCH,301,208
2023-08-19 17:59:04,165.251.70.247,GET,500,5012
2023-11-16 05:23:49,144.245.65.216,PATCH,500,8292
2023-02-18 10:02:13,128.254.119.63,GET,400,3002
2023-05-11 17:52:08,125.121.245.58,GET,400,9070
2023-11-01 19:35:30,203.87.54.102,POST,200,1318
2023-06-12 13:12:14,122.164.163.73,PUT,400,4369
2023-05-12 21:12:26,68.146.254.75,POST,301,7736
2023-11-05 21:30:49,197.21.150.91,POST,500,7655
2023-10-25 12:55:49,98.241.181.64,GET,500,3346
2023-03-03 13:33:48,110.125.237.45,POST,404,3523
2023-02-15 17:29:20,75.75.20.211,PUT,400,8089
2023-07-06 08:16:57,49.40.64.127,DELETE,200,5515
2023-03-25 23:15:37,144.176.168.49,PATCH,400,9059
2023-07-04 13:12:00,51.9.176.130,PATCH,200,7994
2023-01-15 09:34:12,221.206.101.111,PUT,200,1463
2023-04-26 05:10:06,78.200.134.238,PATCH,301,9252
2023-10-04 06:02:04,8.206.255.207,PUT,404,5835
2023-01-02 00:26:31,2.220.221.198,POST,404,184
2023-11-28 22:30:28,157.13.23.81,DELETE,200,1604
2023-04-02 14:33:24,152.158.20.249,POST,200,9367
2023-08-01 20:42:01,205.189.51.236,GET,500,6686
2023-10-08 20:11:10,146.143.82.177,GET,404,467
2023-06-06 22:07:47,94.106.229.22,PUT,400,5287
2023-01-26 13:32:44,93.48.122.76,PUT,500,3473
2023-02-13 12:49:15,165.251.70.247,POST,200,4531
2023-03-11 16:04:55,167.93.16.121,GET,200,4171
2023-07-23 01:51:47,188.228.127.30,POST,500,2751
2023-06-05 23:18:15,1.54.249.240,PATCH,200,1955
2023-01-30 03:42:31,150.127.45.29,POST,200,8931
2023-06-16 13:37:22,221.12.62.252,POST,400,1424
2023-01-08 15:46:31,170.10.218.61,DELETE,301,8649
2023-09-14 18:02:45,69.170.177.74,DELETE,301,360
2023-02-05 14:20:12,3.114.147.143,DELETE,400,3410
2023-11-09 13:48:02,13.239.56.1,PATCH,200,9351
2023-03-11 00:38:24,156.35.113.122,POST,200,544
2023-05-07 20:20:02,200.22.116.65,PATCH,500,5456
2023-06-20 19:26:28,41.221.204.155,GET,500,9335
2023-09-02 07:09:07,162.89.73.247,POST,301,8636
2023-10-14 06:50:36,138.169.205.150,PUT,200,6825
2023-02-13 23:27:27,14.204.67.21,GET,200,3273
2023-02-26 13:25:29,52.214.15.146,DELETE,404,8711
2023-05-23 20:10:33,218.74.56.16,PUT,400,4204
2023-08-27 00:52:14,124.11.189.41,PATCH,200,9024
